pt,eta,phi,mass,tau21,vjet
930.625488,1.159438,2.956659,99.851766,0.331662,1
810.229980,0.517608,-0.148314,5.977374,0.657289,1
1021.849670,-1.205450,-0.164713,104.438149,0.349343,1
830.996155,-0.362178,2.724338,230.576974,0.493858,0
197.691696,-2.217990,-1.752329,3.144823,0.680151,0
857.272278,0.214258,1.471195,61.905401,0.308678,1
811.116028,-0.293019,-1.668547,86.361942,0.297870,1
946.693359,0.057725,-0.604031,95.678102,0.155897,1
866.590027,0.193613,2.533882,87.083075,0.310482,1
888.847595,-0.134011,0.516422,98.406208,0.287582,1
783.167358,-1.099730,-2.577612,96.588743,0.338278,1
716.136719,-1.084916,-0.817366,100.288699,0.222583,1
658.089417,0.603173,2.275386,89.863788,0.503945,1
1026.235596,-0.831072,1.329708,86.917305,0.346482,1
961.778076,-0.904501,-1.754776,75.090565,0.670203,1
1216.033813,-1.197815,-1.833368,4.214358,0.453581,1
578.101013,-0.915212,1.144494,75.080619,0.169020,1
315.273285,0.496477,1.455061,98.815254,0.561580,0
950.268494,-0.319158,0.990821,97.861640,0.200677,1
596.062744,0.947980,-2.113387,90.719263,0.307265,1
293.829468,-0.875494,-2.559483,26.689893,0.488814,0
866.312683,0.272745,-1.329565,74.827924,0.220009,1
738.129272,0.155343,1.498829,3.764740,0.632322,0
700.537720,1.259410,2.235607,86.971892,0.587945,1
220.632492,-1.833191,-1.089748,10.878434,0.861114,0
827.382385,0.407616,-2.328823,94.408157,0.342897,1
564.083557,2.076838,1.172988,9.261727,0.367388,1
314.647095,2.037594,-0.763632,1.998774,0.495505,0
180.555038,0.104767,0.842455,30.056750,0.470458,0
159.937027,-2.379184,1.445872,0.000000,0.695471,0
854.316467,-0.142173,2.411641,85.769552,0.343192,1
846.600037,-0.889910,-0.804264,88.361839,0.400700,1
846.493469,0.218082,-2.410841,90.858924,0.284047,1
728.807739,1.427652,0.701023,89.809630,0.254624,1
686.128052,-1.625389,0.390950,102.567265,0.278354,1
627.610352,0.191250,-2.933112,88.521495,0.271093,1
835.944336,-0.307846,-0.197008,77.309950,0.297242,1
804.396912,-0.569789,2.818023,89.778920,0.270386,1
250.788559,0.943714,-2.496855,28.158000,0.629612,0
908.840759,0.366394,1.051461,87.185572,0.336335,1
854.194702,0.394342,-2.048291,79.891112,0.352224,1
881.572021,0.366554,0.094692,88.094347,0.321068,1
769.636414,-0.028446,-3.062390,92.740116,0.470832,1
519.000854,1.851060,2.453056,4.020824,0.483626,1
458.782043,-0.073167,-0.817392,76.266859,0.186930,1
929.055115,0.345711,1.016820,89.041134,0.288938,1
926.778992,0.929067,-1.585947,87.927831,0.566497,1
510.363373,-0.145788,2.732223,41.062185,0.605229,0
912.150757,0.362761,-1.691546,82.334947,0.324207,1
829.830811,0.606214,1.448777,84.389175,0.461768,1
899.901794,0.739558,-1.450345,91.357223,0.254025,1
815.229126,-0.238988,1.755029,145.837360,0.392746,1
286.462463,-1.379396,1.109360,20.437035,0.628837,0
1731.780640,-0.046411,-0.413113,85.868588,0.355740,1
1447.349854,0.286475,2.825167,523.295840,0.336345,0
219.292328,-1.850787,2.155309,0.000000,0.853253,0
887.245728,-0.581407,-1.168467,83.875201,0.321019,1
449.066742,-1.183258,2.000537,55.063313,0.242228,1
881.598206,0.254823,-2.629370,87.653402,0.256967,1
798.044800,0.606485,0.518404,90.942612,0.358401,1
1099.224976,0.315374,-0.050576,91.516036,0.296508,1
747.025635,0.170575,-2.792306,57.488505,0.342519,1
506.379639,1.627733,2.485361,4.734297,0.789612,0
973.879333,-0.462837,2.375083,63.375188,0.373108,1
766.766724,-0.317143,-0.591571,84.093149,0.418557,1
205.919846,-1.345851,-1.328731,81.428153,0.299170,0
986.822693,-0.508444,1.505109,92.482955,0.385063,1
829.958618,-0.925286,-1.217500,88.083786,0.211264,1
428.026733,1.534973,-2.893903,7.303574,0.773598,0
788.807068,0.154343,1.080981,82.049081,0.218947,1
723.611328,-1.228566,-1.986179,88.637867,0.471577,1
1067.711426,-0.142494,-1.501932,98.383850,0.321508,1
707.817749,-0.528058,1.781668,86.984026,0.208908,1
315.983551,0.575904,1.718933,92.303846,0.256238,0
881.154602,-0.180255,1.969589,92.966909,0.281078,1
800.246582,0.522559,-1.213486,84.832869,0.280705,1
361.145630,1.641193,-2.229240,80.002573,0.341964,1
467.121460,-1.158700,0.868112,138.403144,0.418638,1
435.462189,-1.016198,2.690888,75.259428,0.695196,1
367.876801,1.638120,-0.430191,4.584717,0.825346,1
1212.595093,0.549157,2.671489,76.218322,0.265390,1
716.491882,0.618517,-0.736722,89.589929,0.336843,1
453.849518,2.315236,-0.743799,4.068717,0.829187,0
288.932190,0.299389,1.042912,40.975314,0.653462,0
827.444519,1.124002,-1.723865,5.616670,0.742554,0
855.924011,0.731002,1.262982,81.684253,0.256621,1
814.271301,0.890530,-0.671039,96.228249,0.207728,1
754.581177,-0.322341,2.156068,95.923624,0.289617,1
245.563110,0.371371,-2.887613,12.545153,0.743688,0
974.729065,-0.809340,0.160442,90.293017,0.450327,1
802.405090,-0.809534,3.141329,3.728818,0.620305,1
218.129227,1.665979,-1.380296,0.000000,0.852184,0
924.472595,-1.305547,-0.231369,93.798989,0.271227,1
775.312805,-0.252403,2.959588,93.869759,0.221264,1
1050.156494,-0.372192,1.103027,315.351836,0.408896,0
774.976013,0.355366,-1.866989,187.927835,0.599948,1
915.586304,-0.059133,2.906236,22.486586,0.839920,1
811.509766,0.424327,-0.284397,94.061156,0.177054,1
919.712769,0.369729,2.233659,94.620244,0.247583,1
861.450623,1.135537,-1.035400,90.970761,0.213146,1
1038.533447,-0.015107,0.271383,100.189884,0.255361,1
828.254456,0.570224,-2.931599,92.394799,0.199361,1
182.208817,-2.589256,-2.732913,0.000000,0.583963,0
868.710510,-0.246832,1.753080,88.501229,0.165576,1
866.588440,0.175275,-1.436826,61.103759,0.445524,1
1023.763672,-0.443913,1.233873,93.595452,0.192860,1
556.765747,0.352236,-1.940668,90.430521,0.242703,1
310.277130,1.144311,-1.667253,3.335835,0.839083,0
777.678101,0.971020,-0.859129,96.508507,0.230781,1
702.426025,-0.456798,2.184950,106.695213,0.272719,1
447.641724,-0.135067,1.860550,70.155929,0.458364,1
491.301697,-0.065826,-1.062275,70.920734,0.500392,0
969.135620,-0.570726,-1.906383,103.411963,0.290026,1
924.823425,-0.599215,1.149135,95.890280,0.221859,1
907.820984,1.204404,-2.485550,94.605819,0.235905,1
877.552551,0.435283,0.885264,89.239495,0.221950,1
295.782684,-0.077483,-0.570756,3.513450,0.782474,0
1190.656372,0.237575,0.973157,96.379250,0.342066,1
1072.207153,0.705924,-2.226506,370.888324,0.416136,0
1185.078735,0.000168,-2.074938,90.824315,0.389590,1
773.144470,-0.425497,1.006785,93.332642,0.238875,1
514.327271,-1.523029,1.036959,8.409019,0.938443,0
958.472961,0.455217,-2.661933,96.061552,0.141536,1
642.496338,-0.801147,0.561807,95.160011,0.245291,1
326.110901,-2.475426,0.213200,87.945462,0.435470,0
743.896362,0.675375,2.287025,72.642670,0.497628,1
958.441406,0.886561,0.058163,92.054760,0.339685,1
938.550781,0.578268,-1.987613,2.022136,0.744088,0
685.228333,0.083529,1.845179,74.298963,0.289485,1
570.107788,1.971728,-0.584313,226.575839,0.354969,0
596.737366,1.517410,-2.027605,5.994816,0.782491,0
962.000122,-0.389434,2.130666,87.563715,0.586367,1
871.323914,0.415280,-0.917569,98.075195,0.231991,1
897.283081,0.279100,-1.336293,115.668869,0.296670,1
711.224243,1.127419,1.896255,75.923936,0.272568,1
912.692993,-0.601617,-0.038139,86.137020,0.421538,1
887.130371,-0.343140,3.074104,73.822103,0.400876,1
1249.647461,0.054125,-1.154637,83.468430,0.260267,1
875.375488,0.596553,2.561990,245.424985,0.542663,0
669.233093,-1.795308,1.187366,12.647321,0.820144,0
1004.540588,0.313840,-2.526404,94.919563,0.190794,1
902.557007,0.335179,0.571172,90.954909,0.184043,1
946.501587,-0.082385,-2.795920,95.837109,0.267074,1
704.834290,-0.442813,0.246875,73.147653,0.212559,1
584.458679,0.646262,-0.856406,54.536843,0.230270,1
889.181396,0.579537,2.787580,74.438537,0.388390,1
272.325897,-1.197883,1.227153,59.808099,0.562817,0
693.104675,-0.746780,-0.460224,88.216589,0.462386,1
671.709229,-0.738612,2.754349,73.395844,0.234842,1
403.744049,-1.824783,-0.089528,58.810710,0.367325,0
853.181213,0.220346,2.303025,94.091330,0.375582,1
670.194214,-0.944131,-1.108860,85.081005,0.284821,1
234.953079,-0.963085,0.021707,0.000000,0.710462,0
587.245972,-0.603320,1.625518,93.858190,0.296078,1
520.370605,1.323010,-1.481866,78.474843,0.347174,1
811.158508,-1.069412,-1.862860,99.719766,0.171019,1
783.723816,0.230161,1.381739,95.100775,0.220444,1
939.745361,0.026093,0.982683,95.093784,0.311207,1
876.643005,0.463083,-2.215177,93.050480,0.345593,1
866.367676,-0.374745,0.838482,83.115806,0.158887,1
769.636292,-0.112841,-2.202722,88.805271,0.222160,1
958.908813,-0.374255,-1.855307,90.561247,0.180115,1
826.439453,0.447653,1.188733,258.237719,0.502751,1
1076.729370,0.517757,-0.739423,80.907094,0.600726,1
1031.922852,0.429593,2.374368,225.276865,0.466273,0
944.484375,-0.149631,1.769315,89.450315,0.262922,1
825.281799,0.716061,-2.032233,86.512720,0.229787,1
620.834167,1.860335,-0.284975,12.753024,0.716339,0
969.919922,0.046465,-1.547346,98.003915,0.370659,1
852.548889,-0.563969,1.528400,72.417796,0.260786,1
888.224854,-0.289217,-2.784494,92.478113,0.221787,1
882.080505,-0.031860,0.388948,12.935390,0.488875,1
955.567078,0.996893,-0.224318,101.922924,0.271436,1
851.444946,0.667545,2.871805,241.027695,0.465651,1
586.658936,-1.266452,2.243489,19.429311,0.702191,1
537.839661,0.788924,-1.030377,92.827678,0.363817,1
961.942871,-0.828372,-0.764305,83.641991,0.557332,1
848.765991,-0.846098,2.801731,89.613270,0.264189,1
365.683563,-1.688518,0.391235,13.089643,0.795930,0
286.762939,0.545105,2.261079,61.518697,0.598716,0
988.069214,-0.639421,-0.088468,94.721360,0.476334,1
692.192322,0.166839,2.911406,78.073427,0.418183,1
287.982880,-2.043971,-2.650913,6.228556,0.683785,0
1012.387207,-0.102677,0.488625,99.117462,0.146658,1
889.981873,0.315894,-2.898960,12.430853,0.461359,1
217.470779,2.391158,-1.634086,13.772467,0.653019,0
950.405396,0.532130,-1.043823,239.525332,0.425083,0
957.630615,0.271954,2.092951,85.029764,0.641890,1
878.811096,-0.062863,2.923773,76.696085,0.309524,1
668.153381,1.351761,-0.406594,223.345073,0.395746,0
230.846130,0.890386,0.393034,42.300601,0.525671,0
1461.809082,0.384561,2.134266,15.870099,0.483319,1
1174.779053,-1.208448,-1.416072,195.729455,0.206357,0
540.174683,-0.377464,-0.016441,66.671901,0.305989,1
974.400391,-0.279768,-2.402197,85.668129,0.462560,1
849.371887,0.070811,0.745379,6.147819,0.447659,1
912.295593,0.167917,-0.300535,93.459325,0.575596,1
903.225891,0.607823,2.889208,88.892398,0.395921,1
874.661621,0.670941,-2.470819,83.224939,0.347214,1
853.775696,0.019664,0.532110,88.956517,0.190139,1
1019.781677,0.268440,0.738089,99.140796,0.193070,1
873.118958,0.100763,-2.691223,89.579288,0.258845,1
1033.808105,0.278954,2.291047,100.320966,0.528915,1
934.761414,0.311498,-0.445029,95.148485,0.278891,1
303.446777,0.608164,-1.714312,94.200127,0.385521,0
1012.094482,-0.867091,-1.766963,105.846804,0.209943,1
920.224121,-0.901764,1.423784,68.704051,0.504455,1
761.319824,-0.307407,-1.102082,86.089896,0.205834,1
745.381470,-1.492546,1.963051,93.790814,0.366215,1
771.577209,-0.219966,-2.962328,8.170363,0.695720,1
747.392212,-1.198177,0.130450,79.507576,0.379731,1
963.526550,-1.498519,2.590923,92.895287,0.411238,1
780.055908,-1.541812,-0.619774,22.652606,0.667919,1
1018.667603,0.849195,1.684939,100.382510,0.315785,1
962.243835,0.582269,-1.479400,94.381260,0.433654,1
866.398193,1.106043,2.838201,106.543248,0.234266,1
788.039001,0.227281,-0.328012,87.986572,0.395103,1
979.181885,0.637034,1.485369,92.822443,0.198056,1
931.409668,0.648496,-1.372050,101.959318,0.274576,1
221.876343,0.846701,-2.469796,0.000000,0.722888,0
898.151001,-0.976097,-0.716385,84.177400,0.298871,1
774.505737,-0.659410,2.594097,5.345616,0.639781,1
828.051147,0.407691,0.908569,86.548393,0.315682,1
836.276672,-0.330044,-2.218544,91.815018,0.299452,1
884.995850,0.111972,1.790203,75.245444,0.545973,1
746.848694,0.336046,-1.721244,71.021561,0.392912,1
1096.757202,-0.807795,2.162367,92.312220,0.237235,1
804.383667,0.002115,-0.310819,94.771307,0.174389,1
619.952881,-0.178440,-1.923504,24.482172,0.749382,0
957.502197,0.406751,-1.826339,88.221681,0.227613,1
522.232727,1.718950,1.330790,43.502044,0.531467,1
386.232269,-0.428743,1.302707,122.365416,0.257192,0
958.028076,0.028835,-2.027204,92.392163,0.467290,1
912.695557,-0.149230,1.175955,111.055359,0.600044,1
701.692261,-0.204956,0.720378,87.557271,0.390978,1
636.466614,-1.676570,-2.360221,90.146996,0.243412,1
1335.218506,0.059451,-2.264238,96.861242,0.193008,1
795.917664,1.189191,1.424052,65.598178,0.731991,0
665.570251,-0.087260,0.373312,88.212891,0.224411,1
799.583801,-0.251096,0.703543,75.049314,0.168373,1
794.798889,-0.261336,-2.572368,91.100757,0.435501,1
978.254883,-0.127596,0.438468,73.685243,0.287374,1
754.085999,0.076035,-2.720173,69.775514,0.428965,1
1097.466553,-0.436374,0.427323,59.200071,0.571578,1
866.498657,-0.343706,-2.562941,99.314601,0.301085,1
1022.159180,0.341085,1.448584,57.695870,0.290008,1
776.372986,1.236616,-1.449363,79.321649,0.314848,1
300.158508,0.018639,-1.631782,12.976664,0.848047,0
893.705017,0.472970,0.163549,79.808270,0.397698,1
866.897583,0.973620,2.872561,95.243531,0.233232,1
258.002228,0.710843,-1.037918,21.560709,0.668501,0
252.819397,2.673885,-2.534205,3.486059,0.377857,0
826.027466,-0.196546,-0.011436,88.369251,0.151849,1
746.627075,-0.419609,-3.135597,77.395821,0.191154,1
598.369446,1.671739,-2.836157,89.200289,0.299548,1
328.322357,-0.147811,0.038767,47.446751,0.276462,1
1230.804077,0.455412,-2.306086,97.184266,0.312347,1
733.861450,0.192260,0.681527,86.079554,0.277948,1
419.196899,-0.899503,0.936043,131.187087,0.240150,0
1027.238159,0.033373,1.217375,11.308821,0.565783,1
932.502563,0.017645,-1.674083,73.938133,0.605151,1
194.362579,0.862605,3.010816,0.000000,0.796392,0
900.037842,-0.631289,-0.431368,120.543636,0.154928,1
843.563049,-0.159354,2.717615,90.458223,0.450840,1
278.748352,-0.574918,-1.512323,7.392741,0.718706,0
206.090302,0.799571,1.026601,11.070402,0.804693,0
1009.404602,-0.386570,-1.337939,96.532881,0.290191,1
571.743042,-0.877349,1.869368,75.961756,0.160947,1
1342.059570,-0.113254,2.105830,90.893508,0.154135,1
1075.512817,-0.807876,-1.300971,1.857502,0.604681,0
1033.193726,-0.394147,0.389248,100.526134,0.565631,1
804.982056,-0.334426,-2.191894,2.603583,0.848924,0
921.573547,0.474075,-0.332858,87.577268,0.178907,1
878.232178,-0.607950,2.803587,273.697750,0.371596,0
927.217834,1.200341,-2.313888,128.272634,0.571380,1
853.187744,1.095670,0.902971,91.159031,0.371543,1
739.737427,1.438742,-0.942198,103.575202,0.489819,1
637.908386,-0.322290,2.315133,98.083991,0.337360,1
1031.944824,-0.849473,2.975336,85.693357,0.281804,1
792.326538,-0.371659,-0.524293,87.885114,0.249558,1
405.361359,0.248660,0.678350,19.693322,0.821745,0
929.641846,0.238872,1.533199,90.982051,0.278404,1
823.549011,0.518723,-1.752173,86.011859,0.261891,1
926.636108,0.514592,-2.208679,93.933672,0.145661,1
845.581848,-0.260463,0.784049,8.202414,0.351997,1
1037.103027,-0.465654,-0.807831,87.678216,0.234729,1
865.997314,-0.183640,2.237773,89.610107,0.372693,1
910.252625,0.482751,1.962125,62.769324,0.541958,1
903.272461,-0.107491,-0.389791,76.025659,0.403019,1
541.712952,-0.005015,-2.385298,4.360674,0.856105,0
807.222412,0.084518,-0.673722,4.634539,0.849360,1
696.756653,-1.150546,2.534227,86.425345,0.408343,1
710.815735,1.683067,2.777142,91.170459,0.485934,1
601.023376,-0.143675,-0.667313,94.715594,0.475665,1
184.580063,-1.474998,0.453611,50.555152,0.486205,0
854.970520,-0.771989,-1.083493,89.107705,0.282755,1
777.903748,0.090819,2.009044,96.060060,0.301350,1
621.316406,1.251854,-2.059553,104.672447,0.342684,1
563.517090,-0.847129,1.593505,99.452679,0.258757,1
198.808167,0.985413,0.188579,0.000000,0.789553,0
859.391235,0.300472,-2.479408,83.957545,0.324872,1
879.786621,-0.304611,0.715683,90.785768,0.277958,1
822.088257,0.639879,0.054450,78.150407,0.337534,1
814.650391,0.570601,-3.080359,82.170897,0.440628,1
953.022949,-0.528989,-3.055758,94.459513,0.207010,1
967.883789,0.398074,0.026129,315.326986,0.321037,0
1006.648865,0.198008,-2.496839,81.145939,0.362649,1
916.806702,0.005844,0.290333,87.713610,0.294337,1
257.769562,1.378171,1.803176,8.241448,0.841087,0
754.096741,0.711337,-0.045545,8.081008,0.463960,1
644.685974,-0.663650,-3.064542,89.899615,0.281640,1
198.191711,1.098462,1.391727,0.000000,0.783055,0
1004.255310,0.305367,2.377007,77.891386,0.281445,1
782.727661,-0.237914,-0.879227,93.509162,0.264323,1
170.947357,0.860933,0.456946,0.000000,0.779423,0
895.566528,0.306398,2.357627,84.816420,0.378384,1
848.344421,-0.093580,-0.837955,95.657540,0.191813,1
916.636414,0.552159,-0.083660,76.992622,0.486658,1
801.235840,-0.182479,2.851375,92.110392,0.190906,1
203.438889,1.272045,-2.342055,0.000000,0.812747,0
784.135315,0.823921,-1.840414,98.680075,0.512235,1
722.603699,-0.645411,1.217011,96.524985,0.330856,1
993.692749,0.232562,2.107694,117.204596,0.274568,1
922.180725,0.301376,-1.446494,88.877777,0.259286,1
213.306305,1.295522,0.013567,11.649074,0.743075,0
180.588821,-0.594040,0.341142,0.000000,0.716497,0
776.233582,-1.390552,-0.822897,82.057207,0.215478,1
689.911743,-0.339118,2.302671,86.825738,0.455661,1
944.643311,-0.571786,-0.434095,94.572425,0.283781,1
828.738098,-0.345699,2.716645,84.034029,0.379591,1
1024.504639,-0.236431,-1.990491,88.140548,0.236154,1
818.955200,-0.547018,1.212500,92.023581,0.200984,1
1022.001648,0.199713,2.453971,84.031932,0.546676,1
1047.221436,0.492763,0.065008,8.101327,0.549527,0
455.194702,1.646554,-1.636322,81.407275,0.295535,1
303.203857,-0.692994,-2.761466,72.955814,0.417757,0
1075.106567,-0.275708,-2.349843,93.040149,0.231075,1
652.842346,0.724180,1.207172,89.275685,0.410445,1
375.221863,-1.854993,0.523195,11.549476,0.647882,0
1023.415466,0.515502,0.387415,93.616629,0.302613,1
838.764160,0.183280,-2.855143,84.425974,0.290251,1
917.226685,-1.220676,0.323492,87.941424,0.337051,1
798.424561,-0.512765,3.079888,88.659942,0.189217,1
275.329346,1.815341,-1.451997,10.012557,0.740821,0
769.731628,1.222357,-2.239228,72.448149,0.551356,1
691.142700,-0.079619,0.838360,90.202827,0.289837,1
226.289902,1.572972,1.067057,13.301405,0.858285,0
854.292053,0.238275,1.538710,86.508948,0.535698,1
860.825317,0.134778,-1.775355,1.386095,0.414817,1
536.970825,0.069046,-0.969372,59.207108,0.257008,1
782.316956,0.579531,2.050907,101.925304,0.415552,1
177.243149,-2.189714,2.077280,0.000000,0.763699,0
170.322815,2.773898,3.062190,0.000000,0.283324,0
764.670410,-1.265907,-0.997783,102.885719,0.255168,1
705.243774,0.066641,1.964789,89.366319,0.447657,1
1292.883545,0.153740,0.100953,114.898344,0.600938,1
1101.883301,0.357463,-3.126588,93.281953,0.558247,1
911.726440,0.433554,-1.100089,76.691958,0.455035,1
862.734741,0.707871,2.256500,87.804352,0.378508,1
325.947815,1.816677,1.108556,96.218618,0.410959,0
901.392822,-0.356105,-0.639545,90.826518,0.309044,1
883.454651,-0.042604,2.454192,90.360140,0.146562,1
235.856461,0.381688,-1.881876,6.276797,0.678390,0
194.821198,-2.023876,1.347816,0.000000,0.767426,0
959.144409,0.602224,1.374304,88.693269,0.189994,1
903.392761,0.072663,-1.444550,115.933816,0.122928,1
154.536850,-0.458021,-2.995262,0.000000,0.577394,0
985.532349,0.195682,2.672199,86.826309,0.195578,1
759.472046,-0.055108,-0.715597,93.241348,0.471760,1
918.427307,1.173994,1.761752,78.083339,0.459442,1
794.858887,0.543017,-1.361408,84.406873,0.600074,1
961.384155,0.210677,1.370080,101.780051,0.247475,1
801.327087,-0.631318,-1.735233,90.314764,0.364595,1
928.618530,-0.058274,1.158818,77.989639,0.725988,1
754.482239,-1.183647,-1.528307,98.376588,0.440135,1
370.045380,1.164854,-3.034034,2.026852,0.679612,0
245.143219,-0.624480,-0.403583,2.415186,0.839282,0
868.885986,-0.612268,1.208810,84.371148,0.292814,1
880.911987,-0.666786,-1.927891,88.518025,0.219685,1
800.745056,0.244577,-0.064594,85.905310,0.544649,1
667.946411,0.992928,-3.112199,67.420988,0.234428,1
978.179321,-0.193705,-1.030125,94.128471,0.248206,1
927.620117,-0.628909,2.113071,89.550065,0.484378,1
169.853073,-1.532540,1.302944,0.000000,0.706005,0
