pt,eta,phi,mass,tau21,vjet
961.064209,0.619215,1.634588,80.553401,0.210242,1
790.701294,0.296397,-1.504709,87.264105,0.374055,1
963.472351,0.129837,-1.700124,101.657291,0.478450,1
889.965027,0.483500,1.568074,96.009049,0.395138,1
1036.808228,-0.200687,-1.917247,95.762458,0.392258,1
893.663147,-0.672852,1.175123,100.575015,0.290224,1
230.061523,-2.031157,1.832227,96.342360,0.342129,0
750.888367,0.925244,-2.222025,72.656155,0.236600,1
665.093872,-0.266699,0.241114,85.798230,0.347811,1
495.140747,-1.214514,2.043731,11.293929,0.712196,0
800.116943,0.980738,1.475625,87.466381,0.374374,1
730.452148,-0.024760,-1.786934,74.914641,0.622622,1
429.182892,-1.301528,2.341725,59.268679,0.359187,1
639.094177,0.370577,-0.845308,96.387910,0.191318,1
929.276550,0.709552,2.988779,93.114287,0.257068,1
880.970947,0.642846,-0.145235,75.910070,0.349091,1
794.861084,-1.288864,1.755089,76.645684,0.323344,1
857.267883,-1.573724,-1.336749,112.680632,0.507439,1
939.042725,0.132638,2.648941,82.121065,0.440587,1
853.262207,0.442351,-0.130869,102.150620,0.320966,1
203.159424,2.316108,-1.001746,17.385696,0.446409,0
888.605469,-0.744240,-2.814179,98.761083,0.189048,1
833.096191,-1.504943,0.415587,99.507287,0.340742,1
831.532288,-0.154162,-3.041728,128.697518,0.654363,1
769.598755,-1.535239,0.234250,96.559729,0.353664,1
890.387634,0.234008,-1.660987,78.826829,0.467377,1
673.230408,-0.835573,1.363909,82.662887,0.474587,1
184.738953,1.605792,1.484358,0.000000,0.816491,0
869.154541,0.080711,-0.875084,90.529148,0.159057,1
830.471863,-0.755346,2.533291,106.801507,0.286914,1
261.638947,0.282581,1.255623,0.913913,0.925832,0
889.778442,-0.678345,2.800050,88.221829,0.292647,1
691.999756,0.197112,-0.460217,90.669176,0.218444,1
214.313568,-2.748524,0.202258,7.972244,0.524066,0
992.467285,-0.200126,-0.225709,89.508226,0.239975,1
902.252563,-0.269172,2.858058,96.413574,0.437750,1
923.595642,0.685346,-0.517552,99.894636,0.258585,1
897.872864,0.252092,2.608720,91.109703,0.316253,1
1168.711060,0.221280,2.075603,73.012792,0.349608,1
692.381470,0.704450,-1.335020,93.649407,0.456458,1
405.191711,0.189248,-0.575300,3.231939,0.862627,0
931.082397,0.259832,1.323776,97.210501,0.158372,1
785.206116,0.393561,-2.000304,85.423159,0.224253,1
195.395569,-1.674163,-1.106208,22.626044,0.631599,0
801.787292,0.069160,-2.777112,89.972624,0.134874,1
702.166687,1.163210,0.395166,28.316696,0.677161,1
1087.962769,0.316156,-1.826178,89.080216,0.301107,1
782.211975,0.227780,0.982170,95.315537,0.264764,1
427.906128,-1.073021,1.194574,31.819758,0.711092,0
351.640900,-1.680865,2.989624,87.363564,0.348601,0
1284.502075,0.567968,3.132310,2.781775,0.650216,0
1187.501099,0.031825,0.228482,6.016816,0.488937,1
325.214233,2.158611,-1.068296,77.408327,0.360668,1
915.572693,0.337046,-1.949273,92.297636,0.292386,1
947.046570,0.588855,1.095452,89.427508,0.328338,1
1031.454224,0.962023,2.198171,80.769026,0.400298,1
774.807678,0.642063,-1.227289,81.975542,0.320997,1
165.423096,-1.283493,-0.155159,0.000000,0.438672,0
864.041321,0.170996,-2.041533,80.645323,0.341061,1
650.323547,-1.153904,0.916381,75.446869,0.477239,1
163.984940,-2.617567,0.801114,0.000000,0.322198,0
880.337463,0.218641,-1.878215,96.936784,0.327333,1
901.075012,0.484190,1.201036,85.871212,0.301293,1
471.895538,-1.758984,-2.540756,89.871693,0.522917,1
283.422913,0.950619,0.377819,4.025662,0.802442,1
953.721069,-0.435713,-2.764618,6.804688,0.683122,1
912.840698,-0.619954,0.516285,71.202568,0.396037,1
974.140747,0.511512,-1.006603,100.622973,0.215324,1
904.519409,0.193460,2.057212,81.809030,0.235698,1
849.973633,0.989088,-2.546795,98.623509,0.569272,1
772.883789,0.201355,0.650188,79.310586,0.299861,1
895.029175,-0.200361,-1.431462,87.997348,0.433699,1
818.297852,-0.310552,1.787394,50.512522,0.730072,1
931.083374,0.474596,-3.074452,96.483467,0.332910,1
882.724915,1.430152,0.018578,95.771054,0.660197,1
950.240906,-0.243684,2.277368,64.194415,0.529406,1
773.409302,-0.282502,-1.247776,97.861805,0.147486,1
404.458801,1.605296,-0.054830,46.305793,0.469076,0
726.452209,-1.484834,-0.139161,117.274315,0.460324,1
682.289368,0.187543,3.014457,86.678867,0.216096,1
953.546387,-0.395727,3.076022,88.614205,0.595545,1
757.149475,-0.939455,0.218061,96.515167,0.298634,1
470.215942,1.435834,-0.655229,0.168807,0.745300,0
1011.746887,1.010808,-2.740390,103.867278,0.317486,1
964.710449,0.672368,0.342498,90.642602,0.195679,1
729.032654,1.074002,-2.496330,106.490536,0.357340,1
534.253296,-0.434681,0.540612,144.301227,0.482586,1
777.051392,-0.218187,-2.849379,96.736912,0.332469,1
719.853943,-1.257839,0.286893,77.939163,0.420361,1
629.940247,-1.135808,1.293713,132.385999,0.126232,1
553.717468,0.880656,-1.818130,95.764836,0.365606,1
988.497925,0.146120,-2.694548,85.125208,0.399410,1
614.112854,0.353733,0.989262,39.760815,0.662134,0
447.135254,-0.849524,-0.034671,60.722014,0.329980,1
892.971863,-0.262120,0.505282,85.242166,0.377742,1
794.298645,-1.218518,-2.518065,83.097788,0.437781,1
174.434647,0.798099,-2.859573,0.000000,0.480228,0
884.166138,-1.317649,2.065898,22.051638,0.667999,1
611.160461,-0.205519,-0.973612,87.742566,0.373279,1
1157.165405,-0.079720,-2.205604,313.144395,0.454032,0
841.111389,0.426907,1.155659,78.935083,0.216499,1
251.446121,-0.961943,0.508753,21.740705,0.617641,0
961.710938,-0.750955,2.318191,244.146168,0.572118,1
942.624695,-0.359973,-0.743548,112.892897,0.230323,1
758.620728,-1.013166,1.980642,249.257097,0.495310,0
641.956665,0.521401,-0.893161,93.321389,0.441716,1
928.700134,-0.060969,1.676919,91.769008,0.288473,1
919.635315,-0.150466,-1.451070,62.751281,0.607231,1
908.670776,-1.053288,2.290521,98.908026,0.324917,1
907.111633,-0.932000,-0.965705,51.380759,0.297349,1
801.499573,0.206054,0.464643,89.773616,0.229345,1
800.652710,1.278584,-2.747507,106.949792,0.556541,1
1360.929321,0.150959,3.060097,35.390374,0.560299,1
966.279663,1.486996,-0.087231,2.137301,0.845351,0
357.035187,-1.408168,-0.036770,87.476326,0.304544,1
966.044189,0.371124,-1.945143,95.410004,0.271130,1
833.710388,0.083628,1.360940,83.289734,0.379153,1
928.780273,-0.204477,-1.137642,89.664706,0.620083,1
788.586731,-0.698559,2.027565,86.882021,0.286532,1
932.451355,-0.321007,1.980196,34.338612,0.678790,1
882.842651,-0.058727,-1.245085,88.668116,0.335394,1
888.294373,-0.660564,-0.682299,76.121049,0.542674,1
908.636169,-0.727010,2.446979,99.694193,0.312492,1
864.609375,0.931659,-0.932431,83.804966,0.474231,1
778.590637,-0.181983,2.202608,80.519591,0.232700,1
584.200867,-1.726322,0.562576,95.902408,0.216978,1
472.197083,0.465564,-2.829561,82.228005,0.324357,1
1394.553223,-0.451740,2.450815,454.564007,0.206488,0
1366.838745,-0.275772,-0.681318,103.664441,0.447592,1
919.173523,0.200948,-0.766367,86.247493,0.372295,1
852.661255,0.736261,2.555146,92.679321,0.215004,1
862.118408,0.192329,0.198041,81.591637,0.297640,1
801.058960,0.616626,-2.993746,79.888244,0.302294,1
583.976135,0.135079,0.597429,55.009753,0.307118,1
870.778931,-0.247702,-2.536243,96.416081,0.320792,1
906.217834,0.542639,-0.614699,75.382000,0.252507,1
781.417725,-0.031695,2.763872,84.754974,0.415103,1
177.957901,-0.441466,0.828707,0.000000,0.810843,0
1038.590088,-0.281441,2.999199,83.254182,0.427003,1
882.391907,-0.150822,0.050502,8.564587,0.439022,1
229.870773,1.641335,-1.116573,52.681618,0.648897,0
873.204712,0.864153,0.309575,82.717117,0.439183,1
906.413208,0.398809,-2.752551,100.169998,0.289516,1
934.987610,-0.259915,-1.094931,82.870714,0.363023,1
807.489807,-0.729542,1.704610,60.183851,0.522309,1
215.314148,-0.847584,-2.823858,28.345163,0.710624,0
956.351257,0.432190,1.003701,89.051758,0.405586,1
715.675293,1.116540,-1.648682,88.935190,0.348831,1
488.071228,1.546278,3.019481,8.463964,0.868973,0
994.287048,-0.799462,-2.173740,73.904993,0.363509,1
683.901794,0.093252,0.558412,99.614709,0.286493,1
417.665100,0.034230,1.528773,4.477094,0.669714,0
859.572021,-0.101559,1.157389,111.182488,0.485119,1
887.338501,0.562344,-1.991461,106.192882,0.296555,1
1127.637085,0.288261,1.362909,90.349680,0.290216,1
804.902588,0.459124,-1.815819,95.239872,0.384830,1
353.890198,1.728595,-1.543449,3.957750,0.654997,0
1027.030396,-0.212896,1.489892,90.213444,0.277676,1
980.323303,-0.680372,-1.635724,167.045455,0.370314,1
913.535278,-0.189810,2.254265,83.493425,0.308717,1
531.536438,-1.224162,-0.797177,112.450177,0.552730,1
1099.470337,-0.458185,0.011216,94.830689,0.106686,1
734.958313,0.167947,-2.971951,91.510101,0.323112,1
363.169739,-1.909240,2.502431,10.071960,0.844279,0
919.307190,-0.411195,-2.198136,95.628633,0.271828,1
873.164307,-0.622259,0.939246,85.851574,0.288458,1
810.020264,0.940700,1.515907,70.313294,0.544241,1
653.372009,-0.353562,-1.995244,80.629231,0.437130,1
370.622284,-0.867166,-1.138344,94.240533,0.299500,0
793.560242,-0.049682,-1.624442,101.016963,0.202909,1
774.734863,1.313813,1.830283,105.177206,0.147301,1
583.856018,0.175382,-3.060525,94.564771,0.129590,1
568.265503,-2.050733,0.183352,107.911674,0.158987,1
907.270569,-0.240764,-2.129064,89.087249,0.171008,1
750.302673,0.123795,0.932927,55.361308,0.430451,1
1016.556152,-0.114446,1.063633,92.356686,0.375623,1
865.237610,-0.151334,-1.667387,95.251923,0.177194,1
407.743073,-1.685099,3.086930,7.456968,0.658943,0
741.428345,0.091714,-1.229440,65.678078,0.565402,1
781.571899,-0.866434,1.924202,0.531145,0.400609,1
982.041382,0.115474,-1.493423,62.773277,0.521345,1
791.346069,0.266831,1.819537,82.551127,0.186740,1
909.008911,0.210481,2.036132,97.938067,0.113899,1
881.385864,0.917503,-1.123919,91.138234,0.258561,1
737.758484,0.143521,-1.505749,98.080457,0.340494,1
763.974609,1.451020,1.545449,115.425474,0.346108,1
1141.331787,0.927959,2.098724,88.745721,0.295979,1
475.743347,0.560658,-0.773008,68.408918,0.227981,1
470.120728,-1.955029,-1.386477,14.519148,0.733489,0
1176.080811,0.501619,-1.710172,98.929656,0.177000,1
650.037109,0.599418,1.199719,84.271546,0.159752,1
281.298248,-0.116024,1.998489,64.544686,0.502884,0
835.225098,-1.273439,-0.736305,102.274549,0.187154,1
735.094849,0.028240,2.237885,76.841232,0.333917,1
925.671692,-0.046113,-1.229725,90.223455,0.198364,1
727.965454,-0.282084,2.023250,8.009680,0.673768,1
866.036377,-0.301396,1.947030,87.915594,0.166249,1
894.041687,0.084198,-1.242565,89.126461,0.276997,1
854.981079,-0.581070,0.138147,93.749076,0.458481,1
766.592407,0.565856,-2.835359,95.835593,0.497058,1
184.788544,2.156865,2.184003,26.612560,0.307160,0
908.523315,0.410817,0.556644,89.761562,0.229133,1
748.819641,-0.627046,-2.519322,73.619313,0.618640,1
875.924500,-0.504228,-1.119010,67.961847,0.435947,1
834.939941,-0.657078,2.409024,79.282545,0.265335,1
255.669220,0.677750,1.174976,7.912144,0.852835,0
1037.208984,1.255355,2.649524,93.567265,0.364926,1
780.261780,1.294089,-0.557020,70.194826,0.341457,1
840.156677,-0.005015,-0.390128,79.599253,0.326382,1
637.392517,-0.549968,2.678835,65.659181,0.215186,1
785.073059,-1.327820,-1.500683,113.410903,0.141746,1
617.994141,0.264523,1.440554,74.142403,0.254137,1
609.579956,0.836981,-0.184995,73.838401,0.147737,1
598.288757,-0.720089,2.696633,88.199439,0.270912,1
868.973572,0.260108,-0.341146,90.272079,0.192379,1
823.781982,-0.057652,2.683343,90.204501,0.394517,1
914.476196,-0.800274,-0.723092,87.597947,0.309052,1
789.181824,-0.165988,2.462057,89.489658,0.137916,1
1157.495483,1.199339,0.114794,5.653287,0.347166,0
910.125793,-0.140705,-2.234553,72.672321,0.187388,1
790.113403,0.909260,2.133167,102.001322,0.310598,1
738.378052,-0.186948,1.149622,64.323885,0.324428,1
629.790039,0.566127,-2.202401,33.507353,0.793869,1
229.021301,-2.517674,-1.427756,3.698768,0.640944,0
758.889771,-0.561767,-2.018515,82.869625,0.305398,1
702.376038,0.657527,1.108749,81.224005,0.467275,1
921.448059,-0.697100,-2.845387,98.283783,0.274284,1
846.682922,-0.157169,0.421050,93.587323,0.303466,1
817.417786,0.931820,-3.073646,89.923255,0.511068,1
760.961609,-0.159692,-0.022519,134.081334,0.484027,1
859.424011,0.816242,-0.887126,82.672928,0.112925,1
775.496155,0.040662,2.107016,93.090920,0.747147,1
321.030396,1.279658,-2.996687,52.231892,0.358462,0
157.078674,0.559547,0.412619,0.000000,0.532673,0
853.046936,-0.323322,1.942640,74.599654,0.388159,1
857.480957,-0.203699,-1.061940,90.980429,0.254471,1
203.395691,-2.431361,-1.793344,0.000000,0.881255,0
967.852539,0.095743,-2.559476,306.939250,0.413966,0
757.070129,-0.190638,0.490768,74.610616,0.274677,1
774.814880,-0.736143,0.156640,82.152361,0.203683,1
724.973633,0.483449,-2.994856,100.519114,0.209340,1
219.414505,1.617941,2.812194,4.044036,0.794779,0
936.704590,0.145321,2.713681,87.844549,0.292053,1
723.135254,0.944175,-0.380027,82.911541,0.295803,1
844.709229,-0.124642,0.500169,86.822670,0.304377,1
870.208618,0.171544,-2.605810,22.150635,0.681515,1
897.965942,0.482249,-2.516066,88.823444,0.262418,1
915.972717,0.336002,0.616325,88.487126,0.279403,1
768.642334,-0.510523,1.363378,2.301733,0.320634,1
509.183685,1.128848,-1.831773,82.408499,0.207819,1
194.122269,-2.793169,-2.022863,5.522108,0.476586,0
910.672058,-0.315192,-1.646502,96.123909,0.179425,1
777.940735,-0.862989,1.615520,87.394923,0.275495,1
812.609924,1.257395,-1.695647,84.483132,0.325278,1
829.580872,0.431344,1.201100,91.502156,0.179187,1
225.942780,-1.669707,2.738090,3.433850,0.826953,0
889.852722,0.190658,-1.310343,79.308768,0.638369,1
808.386780,1.065037,2.149822,98.998426,0.410778,1
217.004990,2.863919,1.683206,11.301315,0.020836,0
211.801178,-0.106601,0.192777,14.718355,0.648212,0
841.349182,0.703208,1.737275,107.490083,0.462682,1
731.344910,1.333000,-1.387525,85.366143,0.433863,1
459.151062,0.996849,-2.821044,77.687070,0.299037,1
415.553375,-1.302046,0.366748,75.597826,0.430289,1
941.055237,-0.765434,-3.080717,95.921130,0.407262,1
767.778259,-1.749830,-0.410272,113.897863,0.275799,1
394.226013,-0.203246,0.691972,9.255115,0.836270,0
1168.452026,-0.537038,-2.597768,81.820395,0.395788,1
1145.322388,0.036281,1.311164,147.900365,0.424823,1
833.686157,-0.769622,-0.556030,245.533134,0.363651,0
828.833313,0.764331,-1.574410,85.062494,0.375658,1
827.490356,0.164067,1.619136,100.153001,0.636679,1
894.351990,-0.646154,2.412584,89.288100,0.160975,1
679.296753,-0.021563,-0.669759,75.856426,0.298764,1
1013.573853,-0.625682,-2.024591,90.556608,0.498271,1
936.549927,0.963768,1.040673,390.107273,0.356741,0
883.362610,-0.001396,0.053958,86.520109,0.263417,1
848.575317,0.151497,-3.006130,124.214264,0.357793,1
1028.151611,-0.070104,0.187468,90.574589,0.432168,1
639.108704,-0.457658,-3.063869,84.118655,0.279904,1
389.176727,0.214029,-2.549336,47.847032,0.703114,0
646.415771,-0.740448,2.636396,86.668418,0.151790,1
563.081299,0.580241,-0.575144,61.071968,0.356549,1
2335.169189,-0.553066,-2.558057,100.363194,0.219344,1
1251.771606,1.480333,0.213808,72.092656,0.655664,0
838.590210,-0.706051,0.574997,2.849943,0.855994,0
454.325531,-1.347964,1.896624,99.722838,0.384184,1
968.944641,-0.337840,0.247327,30.508964,0.605742,1
816.518372,-0.484688,-2.749599,84.856275,0.159678,1
996.805054,-0.315617,1.492600,277.034797,0.494348,1
778.911011,0.048101,-1.639409,89.669252,0.339926,1
792.498169,-0.324988,-2.600786,90.518007,0.232214,1
716.409424,0.068896,0.722145,70.995254,0.552015,1
838.424255,0.115632,-3.044600,75.849337,0.609261,1
535.235840,0.640236,0.066892,57.342172,0.439731,1
1271.124146,0.364202,-2.035477,89.378399,0.403605,1
1072.937866,-1.671595,1.871374,149.993492,0.453545,0
1059.239868,-0.132286,-0.236359,93.518605,0.450026,1
274.530762,2.080839,1.990088,77.233004,0.498805,0
961.399170,0.134659,-1.232188,5.191260,0.529312,1
820.310791,-0.020343,1.719429,98.471449,0.178101,1
709.764465,-0.580598,-1.244079,93.560715,0.244907,1
666.237671,0.952549,1.891836,99.938797,0.247240,1
1006.393616,-0.352294,-0.269483,224.716209,0.508580,1
787.929016,-1.172156,2.645900,93.067133,0.429415,1
155.714050,-2.607474,-2.741146,0.000000,0.388953,0
864.959778,0.503792,-2.767872,73.485707,0.332419,1
853.606140,0.187201,0.386042,158.762956,0.376406,1
819.038879,-0.999069,1.183609,67.936934,0.556147,1
767.755493,-0.318694,-1.865551,111.846905,0.185967,1
1042.951904,0.465429,2.423385,95.334437,0.248132,1
905.256165,0.447801,-0.088107,84.753774,0.445199,1
670.052551,0.052096,-2.039545,4.630318,0.363101,0
758.108276,0.494958,1.009267,100.111714,0.258736,1
711.209229,-0.852724,-2.291943,100.878935,0.230414,1
1200.794556,0.424536,1.653924,87.675166,0.268407,1
1009.322937,-0.706129,-1.474325,252.103272,0.323228,0
1092.959351,-0.109380,-0.548562,81.440903,0.268226,1
727.582092,-0.571575,-3.131086,92.137510,0.170004,1
570.281372,-0.794849,2.137821,6.495372,0.736159,0
187.501373,0.861440,0.948190,0.000000,0.847821,0
948.023071,0.049352,1.688018,92.597195,0.514920,1
942.600586,0.390539,-1.318243,95.732772,0.190685,1
983.785156,-0.414707,1.883227,89.507944,0.279771,1
758.187561,-0.857177,-0.819834,1.763205,0.795446,0
460.097809,-2.172723,-2.051460,89.690037,0.098020,1
929.910217,0.413484,-1.841149,88.537822,0.415326,1
893.900940,-0.223664,1.268733,55.998268,0.512902,1
743.222412,-0.635802,0.932977,87.541184,0.491581,1
713.335510,0.589004,-2.207172,92.676498,0.269976,1
889.658508,0.025600,1.060404,90.658950,0.262396,1
775.282104,-0.640350,-1.897671,86.959989,0.291234,1
193.055954,0.734047,-2.797779,68.054704,0.435587,0
845.876038,-0.423602,2.355806,113.986786,0.180966,1
755.834900,0.268777,-0.821432,76.937904,0.312361,1
834.601440,0.359087,-0.329135,90.556948,0.245879,1
739.442810,-0.517262,2.780976,90.369351,0.459010,1
838.459106,-1.010374,1.448759,84.737643,0.584496,1
699.343872,0.159406,-1.915185,90.872468,0.289652,1
228.101425,-0.969169,-0.767539,28.847435,0.780868,0
953.597534,1.076241,1.964523,93.562265,0.349097,1
673.773621,-0.593250,-1.032094,270.509739,0.417451,0
739.760986,-1.311725,-1.068025,95.046582,0.278055,1
619.790283,-0.013441,2.080283,75.209815,0.261127,1
749.923035,-0.700604,1.894785,127.060417,0.310054,1
692.928711,0.733869,-1.239969,76.638679,0.517927,1
1071.427368,-0.782889,0.035084,90.307033,0.429785,1
890.733459,-0.152296,-2.283387,88.856979,0.235204,1
687.711731,0.594476,2.145428,4.146882,0.832109,0
792.255920,0.382804,2.650997,96.512127,0.238818,1
695.009521,-0.736513,-0.529239,83.275080,0.370814,1
863.275696,-0.926550,-2.698564,71.762828,0.428264,1
625.334595,0.218257,0.050987,81.194564,0.536422,1
385.644196,-0.423798,0.995607,8.357600,0.649762,0
846.236938,-0.089779,-1.496652,114.950043,0.260195,1
721.623901,1.060867,1.596164,86.216775,0.146386,1
1025.864136,-0.705215,-1.287218,88.711755,0.466077,1
512.400635,-0.452792,1.341507,64.443090,0.520568,1
368.410400,-1.156717,-2.602037,89.038663,0.432141,0
366.758057,-1.299728,1.663410,48.490295,0.759347,0
772.122314,1.558258,1.053380,103.606403,0.262676,1
740.272583,-0.235173,-2.178197,178.002388,0.514573,1
210.673431,-0.648128,0.317532,26.074977,0.458889,0
874.021973,0.399857,1.125224,88.255794,0.223753,1
870.248474,-0.444793,-1.597848,100.473527,0.126167,1
275.658051,-0.674884,1.660884,6.949014,0.808124,0
212.899048,0.588259,-3.005959,28.492127,0.482491,0
1700.129517,0.825012,-1.332125,91.058503,0.233472,1
1393.180054,0.343269,1.595119,20.627100,0.496698,0
311.282166,-0.371775,2.851467,10.956290,0.668729,0
590.898071,1.620937,-1.239162,113.850810,0.433003,1
508.007172,-0.787812,1.838968,104.328548,0.341377,1
943.316589,-0.161954,1.208394,99.694906,0.380156,1
834.853271,0.314872,-1.988217,84.444578,0.280427,1
959.893311,-1.406180,-3.076171,100.551361,0.347372,1
692.957031,-0.620863,0.056866,83.321922,0.293954,1
1061.664429,-0.452737,0.792236,79.727875,0.537327,1
613.836609,0.239228,-2.051882,53.973198,0.483517,1
600.258301,-1.674657,-2.736118,26.799853,0.727622,0
734.403381,-0.916010,0.402542,115.558684,0.403284,1
343.194366,1.372397,-2.852523,76.447502,0.413172,1
282.662537,-0.715485,-2.574598,3.150370,0.812932,0
770.413452,0.444907,-3.110472,91.715884,0.632677,1
677.212769,-0.837412,0.003573,73.884748,0.376414,1
1163.302734,-0.369015,3.069753,96.257229,0.383517,1
813.495117,-0.480082,0.609412,89.050593,0.392793,1
734.915161,-1.282320,-0.742466,90.285152,0.556945,0
1117.491699,-0.146448,-1.253729,22.898752,0.629989,1
774.863770,-0.678449,1.247620,95.496608,0.502154,0
756.092285,-0.399674,2.541990,85.109430,0.220079,1
1015.766785,0.207117,2.415404,90.136524,0.257393,1
793.280823,-0.076405,-0.451000,100.907580,0.246451,1
274.411804,-2.372730,-1.459708,108.671666,0.175615,0
708.489929,-0.998638,2.559320,97.285497,0.383904,1
661.698792,0.612484,-0.905177,10.508504,0.584844,1
240.455597,-0.543235,0.628714,8.613684,0.812454,0
1094.010254,-0.363827,0.524900,89.978339,0.217308,1
786.806213,-0.481305,-2.253607,91.365882,0.263820,1
454.807037,-1.615335,2.937865,13.196797,0.729263,0
823.283813,-0.585990,0.890489,83.540378,0.287719,1
754.948669,0.107196,-2.334461,79.718441,0.597189,1
935.198792,-0.549882,0.909057,57.999078,0.480072,1
873.262451,-0.592281,-2.196648,74.024370,0.310420,1
820.548035,-0.904386,-2.567735,83.495888,0.257862,1
778.194336,-0.036023,0.769191,93.498177,0.414910,1
915.645325,0.206141,-3.116113,93.594926,0.283704,1
892.369629,0.612062,0.194111,101.085234,0.356420,1
951.872498,-0.472670,-2.405454,105.580528,0.320528,1
822.130737,-0.879076,0.607984,91.859209,0.300429,1
856.794922,-0.314409,-1.680144,92.766019,0.438382,1
732.683655,0.749120,1.510948,87.296198,0.363315,1
541.001587,0.386178,2.923154,103.733552,0.288160,1
515.229797,2.642152,-0.221126,85.064570,0.167383,1
766.753723,-0.372834,0.056087,85.480554,0.218210,1
703.867432,-1.229695,2.874309,80.816428,0.536211,1
187.480453,1.937621,-1.885239,0.000000,0.608132,0
909.484680,-0.418929,2.021631,69.827599,0.421186,1
748.942505,-1.247146,-1.368553,59.818663,0.430505,1
211.879013,0.044948,-0.531743,27.416030,0.408088,0
1061.544556,1.067272,2.515756,88.402926,0.342687,1
588.906128,0.507237,-0.516417,68.181110,0.317314,1
441.005798,-0.473444,-0.836535,1.446599,0.710823,0
940.984924,0.072718,-1.387509,11.252432,0.519914,1
809.794678,-0.313272,1.681634,91.371841,0.501376,1
173.111893,-1.575848,2.084006,47.331908,0.404671,0
966.994995,0.469223,1.592475,86.017698,0.256251,1
809.531433,1.176590,-2.351322,7.737689,0.436725,1
573.506531,-0.579595,-1.234271,225.088897,0.206949,0
304.603546,0.752082,-0.021514,88.153213,0.563769,0
876.572998,0.103046,1.085262,131.371235,0.347757,1
903.034668,-0.637854,-2.050959,92.782614,0.244868,1
830.566284,-0.539586,-0.465493,96.047577,0.298919,1
816.266968,0.207945,2.705709,89.695840,0.379334,1
1039.671509,-1.846379,0.957000,95.449084,0.111371,1
905.659729,-0.992674,-2.375425,331.289564,0.245994,0
289.654572,0.875063,-1.163719,63.191617,0.444593,0
798.757507,-0.929139,-0.705359,82.212631,0.211511,1
557.253723,0.624353,2.928453,6.911860,0.585561,1
256.467163,-1.284922,1.635437,98.726622,0.497881,0
1487.482300,0.269885,-2.797500,82.704906,0.281856,1
854.979187,0.337803,0.388749,30.952312,0.630979,0
442.170898,-0.848514,0.397484,114.614819,0.485792,1
396.336945,-1.965802,2.125708,87.671506,0.580104,1
271.952850,1.171550,-0.948992,86.119262,0.320833,1
849.306030,0.395864,2.210661,76.135209,0.333369,1
404.639160,-1.016608,-1.174230,59.014522,0.432898,1
314.781342,1.654496,-0.093586,84.063955,0.565482,0
946.636780,0.111163,-0.838057,106.987302,0.218847,1
811.558533,-0.116406,2.309514,73.562611,0.466447,1
943.773865,-0.455631,-1.910000,92.345691,0.171877,1
887.263855,-0.777325,1.238594,41.375386,0.702454,1
758.865234,-0.564594,-0.795762,38.798247,0.699094,1
283.388550,-1.619496,2.284044,35.614580,0.357634,1
900.321167,0.500885,-0.514611,93.095902,0.276111,1
846.664062,0.644512,2.625261,84.728414,0.302134,1
941.368713,-0.376897,1.746850,88.527176,0.189314,1
814.327454,-0.488990,-0.999961,55.665506,0.769761,1
282.636841,1.936724,-2.364218,1.476344,0.752787,0
957.807251,-0.935415,1.751771,91.371273,0.123457,1
862.350159,-0.806766,-1.297991,80.634843,0.435987,1
839.444519,-0.766850,-0.965700,93.536597,0.258988,1
707.949341,0.724112,2.789616,99.989782,0.308111,1
350.343964,1.074140,1.039095,130.090267,0.165456,0
934.489929,0.412305,1.569438,93.673730,0.397516,1
860.265747,0.180690,-1.576624,74.969489,0.465178,1
860.175903,0.698999,-1.956668,91.063516,0.145028,1
945.791870,0.973546,1.182195,104.235335,0.208750,1
842.199890,1.171710,-2.302629,100.744962,0.391716,1
775.372314,-0.076738,1.312768,89.060948,0.308409,1
373.729645,-1.330992,-0.418704,96.017737,0.484407,0
1059.694580,-0.578522,-1.532195,83.571141,0.236085,1
873.407654,-0.488434,1.883573,124.957644,0.385417,1
312.397919,-0.075438,0.827835,12.112170,0.750256,0
955.617310,0.362026,1.112325,96.964290,0.311641,1
814.368469,0.013054,-1.812150,77.039066,0.417047,1
740.864746,-0.646483,0.618135,92.195521,0.230579,1
737.381592,0.754475,-2.497418,79.256249,0.223302,1
1220.544189,-0.694355,1.107478,98.804642,0.342323,1
763.858582,-0.637742,-1.952498,182.378882,0.546431,1
224.971863,0.742267,-3.057005,53.995407,0.550494,0
178.622330,-2.222412,-1.213684,0.000000,0.735084,0
881.874390,0.153763,2.801818,88.921451,0.525340,1
834.789612,1.254486,-0.495401,88.714428,0.297366,1
229.681168,-0.051133,1.168792,1.347272,0.599632,0
1264.096558,-0.622494,0.983334,95.824646,0.223534,1
799.049561,-0.902873,-2.461033,102.286992,0.555094,1
335.066132,0.317726,-1.884956,102.679172,0.172144,0
1012.731812,-0.293657,3.028491,65.203640,0.328034,1
924.267517,-0.908816,0.277591,146.939940,0.413518,1
332.243256,-2.367638,-1.414466,3.894255,0.750565,0
918.030762,0.895896,2.026364,88.637387,0.206588,1
899.823547,0.674002,-1.055171,103.369622,0.175125,1
702.980591,0.710825,-0.862837,81.827290,0.274822,1
552.914978,2.367600,2.022287,83.360284,0.263564,1
915.469604,-0.631997,0.198320,86.278585,0.419723,1
621.230713,0.759085,-3.093420,100.295863,0.250359,1
326.311432,2.064129,-2.724192,28.570970,0.436716,0
